delay_count,max_delay,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,LIMIT_BAL,avg_pay_amt,avg_payment_ratio,credit_utilization,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
0,0,0,0,0,0,0,-1,-0.9155397460029336,0.2628964347551243,0.552238176899661,-0.3794726245877563,-0.3194362229008383,-0.2986687695777804,-0.3509784038594008,0
0,0,0,0,0,0,0,-1,-0.9155397460029336,-0.6660929748664617,1.66177162493719,-0.9065070397470453,-0.4213356186878192,-0.3953653984336342,-0.4705357289455563,0
0,0,0,0,0,0,0,0,-0.1317453104236614,0.4278959647960915,-0.7371831481130329,2.3939144719438636,0.22409791113044616,0.8326817880357094,1.09249586227266,0
1,1,1,-2,-1,-1,-1,-1,0.10339302025012029,2.717107418742493,2.9853130418035376,-0.7272412964871802,3.845926903738051,3.501508744457275,-0.4764979052621887,0
0,0,0,0,0,0,0,0,2.2196379963141553,1.1081025676197278,-0.6822250698731055,-0.05549515809630225,0.8973125457314264,0.826976686933214,0.7962698389620805,0
2,2,1,2,0,0,0,0,-0.7587808588870791,-0.6841167566981462,-0.07984651334275766,-0.9830148935449823,-0.5333083158273113,-0.3470170840057073,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-0.4452630846553703,-0.27972863341998633,-0.7361114249442781,1.0862729921962049,-0.09856583640314699,-0.23949043271799786,-0.19763541297899495,0
2,2,1,2,0,0,0,0,0.2601519073659747,0.04614680384894149,-0.7342348081461494,1.0874092984546682,-0.5333083158273113,0.06993877962073437,-0.00579977500173412,1
1,1,1,-2,-2,-2,-2,-2,0.33853135092390196,-0.7557476350989171,-0.7858225133871714,-1.0642948615206922,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,-1,1.2007052300611014,1.0505357007997416,-0.3928540821496633,-0.2115126668161177,0.046171598819776,-0.1887247025686746,-0.47105872686806793,0
0,0,0,0,0,0,0,0,-1.1506780766767153,-0.553608190980539,-0.7406778560076924,5.027071698238614,-0.2876257975771189,-0.24268142147024102,-0.41311055705378086,1
1,2,-1,-1,2,0,0,-1,-0.28850419753951584,-0.7024955524143943,0.641093642630935,-1.0487715714116903,-0.40924765706480587,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,-1,-1,-1,-1.1506780766767153,-0.05587872482253382,0.47144519552966085,0.4846010428384005,-0.32123881366918233,-0.3819245670226705,-0.418340536278897,0
3,2,-1,-1,2,2,-1,2,0.33853135092390196,-0.6833794201686683,0.9335556241230134,-1.0509685634550954,-0.4272735647482468,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-1.072298633118788,-0.5734616597557433,-0.7261492614915344,1.4585896356257166,-0.37945189201158874,-0.35591317386044585,-0.3718983207598655,1
3,2,1,2,2,0,0,0,-0.8371603024450064,-0.49686058697108365,-0.7399657373759695,1.2848786373561998,-0.34371818089794404,-0.492062027289488,-0.2783862922147885,1
0,0,0,0,0,0,0,0,-0.4452630846553703,-0.2967146823583315,-0.7171260812953181,0.38356304080169784,-0.10821499875134186,-0.008578883010218932,-0.26729873625754225,0
0,-1,-1,-1,-1,-2,-2,-1,-0.28850419753951584,1.019321787718506,0.49008319250098054,-0.6181233195671094,0.5270391949633333,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,0,2.6115352141037915,0.05614181013742113,-0.6873112857030964,-0.6571742292549526,-0.10810896400026279,0.15773931862184964,0.046500017249427504,0
0,0,0,0,0,-1,-1,-1,2.6115352141037915,0.521974644205415,1.8707150941587938,-0.3946379262195506,1.8630770585595458,-0.4436170162327053,0.2444024311278231,1
3,2,-1,2,2,-1,-1,2,-0.5236425282132975,1.1112157662997462,0.49111039631690945,-0.10455332179092419,-0.2682214381296501,-0.492062027289488,5.722596470267999,1
1,2,0,0,-1,0,-1,2,0.41691079448182916,-0.3901652602795811,0.76468774099637,-0.9526614543629014,-0.4253649392288237,0.32251037419222456,-0.47440591357214223,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.1589419863873484,-0.6465591376611928,0.970783516820956,1.4050069338979871,-0.2712069269827179,-0.4439674344819662,0
0,-1,-1,-1,-1,-1,-1,-1,2.6115352141037915,-0.5394622531187018,0.6283533198093447,-1.0567379917820927,-0.3933424444029462,-0.364422477199761,-0.33842645371912206,0
0,0,-1,-1,-1,0,-1,-1,-0.9155397460029336,-0.2913075478088261,0.6333454956340745,-0.8537616156214651,-0.271296445910943,0.08956819527847269,-0.4764979052621887,1
0,-2,-2,-2,-2,-2,-2,-2,0.2601519073659747,-0.14730845447780655,2.842519328078204,-1.0148317141422512,0.8090916328336448,-0.10749953432975738,-0.4764979052621887,0
0,0,-1,0,-1,-1,-1,-1,1.2007052300611014,-0.33123295544204256,1.7065045628612496,-1.0416755378794469,-0.2152040625901179,-0.458991780220786,-0.4762887060931841,0
2,2,1,2,0,0,0,-1,2.2196379963141553,-0.5601349847044371,-0.44306656453842275,-1.0008714362624176,-0.4616288240978637,-0.37563928614704,-0.44888361495357537,0
6,8,8,7,6,5,4,3,-1.1506780766767153,-0.7475550069936059,-0.7828221827697901,3.798412461152261,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,-1,-1,-1,-2,-2,-2,-2,1.1223257865031742,-0.7557476350989171,-0.7858225133871714,-1.0635253855372178,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-0.36688364109744304,-0.39510814590311877,-0.7405584376480054,0.5252875990919026,-0.07481405216143655,-0.17934512956965679,-0.3250377069028247,1
0,0,0,0,0,0,0,0,0.2601519073659747,0.2929087623809143,-0.7391522294164089,2.002023540281396,0.3149696928052044,0.04943909430329336,0.10925976795082146,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.5770664161220802,-0.7113911662848068,0.40275880823845905,-0.27437145369223587,-0.330675353729068,-0.4419800423764221,0
0,0,0,0,0,-2,-2,-1,-0.28850419753951584,1.3573223145832942,1.5820401579188872,-0.2960754915519119,-0.04024672330966154,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-0.9155397460029336,0.2590185907852771,-0.24367548459205005,0.23743319973195973,-0.32123881366918233,-0.3953653984336342,-0.1208593179542897,0
2,2,0,0,0,2,2,0,-0.28850419753951584,-0.5126996679746854,-0.6727119733815832,-0.6480871961726173,-0.3954631394245275,-0.2406507922642681,-0.3718983207598655,1
0,0,0,0,0,0,-1,-1,-0.9155397460029336,0.5178237126320573,0.6726979894091887,0.7561283419741437,-0.2984413421871835,-0.3506915559022297,-0.4505572083056126,0
1,2,2,0,0,0,0,0,-1.072298633118788,-0.34611622983335794,-0.588136821862507,0.78507089838113,-0.2152040625901179,-0.20197214072192657,-0.16269915175521898,0
6,2,2,2,2,2,2,2,-1.072298633118788,-0.5047528187125335,-0.703594530959359,1.5038799660314153,-0.2921852918735187,-0.2776856011160601,-0.3509784038594008,1
0,-1,-1,-1,-1,-1,-1,-1,-0.053365866865734156,-0.6943029243090831,0.42388202768762606,-1.056482756598703,-0.49195476290647616,-0.454350342035705,-0.42210612132098063,1
1,2,0,0,0,0,2,0,-0.9155397460029336,-0.4475955832978124,-0.7277664507423665,1.5827945505154146,-0.34244576388499526,-0.3248735559977168,-0.09993940105382504,0
0,0,0,-1,-1,0,0,0,-0.6804014153291519,1.8815145156966615,0.5615258223058157,0.5811431553079238,0.5359461140539747,6.9198332050731395,-0.2560019811312913,0
0,0,0,0,0,0,0,0,-0.8371603024450064,-0.41548048112499264,-0.7193765178833349,0.9816894538963078,-0.029749282952834154,-0.335316791914149,-0.3300584869589362,0
2,2,1,2,0,0,-1,-1,0.4952902380397564,-0.48293311919205467,-0.13960003034897928,-0.825369423839631,-0.5333083158273113,-0.3953653984336342,-0.4623769613543751,0
0,0,0,0,0,0,0,0,1.749361334966592,0.05158124715879795,-0.7106695150212452,-0.39206178032619027,-0.0773588861873341,-0.15971571391191844,-0.12650769551741514,0
0,0,0,0,0,0,0,0,-0.4452630846553703,-0.5685733916529077,-0.4258034054571733,-0.9429443017921423,-0.3954631394245275,-0.3901437804754181,-0.3718983207598655,0
1,1,1,-2,-2,-2,-2,-1,-0.9155397460029336,-0.7047894882838814,1.5711372086070223,-1.0625678496236717,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
3,2,1,2,2,-2,-2,-2,-1.1506780766767153,-0.7557476350989171,-0.7858225133871714,-0.06107889866858141,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,1
0,0,0,0,0,-2,-2,-2,-0.5236425282132975,-0.6982353857996325,-0.7782238403504318,-0.6960692088329304,-0.3099991300548015,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-0.7587808588870791,0.4347231548838509,-0.3426557435276715,-0.12608576614049605,0.5885393505891907,0.2823812732170452,0.5699163380990531,0
2,2,2,2,0,0,0,0,-0.1317453104236614,-0.2627152757212901,-0.7454158057055356,1.1256484587146582,-0.5272643350158046,0.10774716150337321,-0.1816316765501395,0
0,0,0,0,0,0,0,0,1.749361334966592,-0.39513545466346983,-0.4688656531250013,-0.9451692066142724,-0.2971689251742347,-0.25999011803543887,-0.24847081104712404,0
0,0,0,0,0,-1,-1,0,-0.9155397460029336,0.020995435565636156,0.44522476322971083,0.7352419936726069,-0.14204008434556342,-0.25032045514985346,-0.37796509666100025,0
3,2,2,2,-1,2,0,0,-0.6020219717712247,1.665201824956095,-0.5721462247081354,1.9783682690571593,-0.5333083158273113,6.9198332050731395,-0.4764979052621887,0
0,0,0,0,0,-1,0,0,0.9655668993873198,2.364824410214112,-0.640062085678938,1.2813633618149152,0.7973217754638686,0.18510446458805627,6.845473009900439,1
1,2,0,0,2,0,0,0,-1.1506780766767153,-0.5837843711684353,-0.7098918956067511,1.7684101625865467,-0.19060400033977495,-0.492062027289488,-0.3912492438927953,0
4,2,0,0,2,2,2,2,-0.6020219717712247,-0.10842077973792952,-0.7226000845992675,1.7743497488041258,0.0816932404312626,0.030099768532122595,0.1305980831892954,1
0,0,0,0,0,0,0,0,0.730428568713538,0.3955897013008145,-0.7426102189738015,1.4104423600048868,0.68609132158193,0.47490426126905017,0.1229623135206258,0
0,0,0,0,0,0,0,0,-0.6020219717712247,-0.10033738667402245,-0.7243224924246967,1.8604618061079745,-0.04554846086361476,-0.09560584898048737,-0.06855952570312807,0
2,3,3,2,0,0,-1,-1,-0.5236425282132975,-0.519854563186657,-0.2156104832065543,0.4946673282730912,-0.5333083158273113,-0.06814400638542488,-0.4408294469468965,1
0,0,0,0,0,0,0,0,-0.1317453104236614,0.5943974766563658,-0.6926904037724942,1.378008469763037,0.20893494172613994,0.7108440356773335,0.5694979397610437,0
0,0,0,0,0,0,0,0,-0.8371603024450064,-0.49803486366617833,-0.7398728809444233,1.2727370758145866,-0.30586377476271803,-0.33618706157385164,-0.32964008862092686,0
1,2,2,0,0,0,0,0,-0.6804014153291519,-0.2259576842887939,-0.7273123880801445,1.7357484089502908,-0.2152040625901179,-0.1826328149507558,-0.16269915175521898,0
0,-1,-1,-1,-1,-1,-1,-1,-0.6804014153291519,-0.5766840934771656,0.5352636725110232,-0.9320854217423122,-0.1337693737613964,-0.35978103901468,-0.4764979052621887,0
2,2,1,2,0,0,0,0,-1.072298633118788,-0.7110158856439179,-0.7701817383553707,0.7156246649254812,-0.5333083158273113,-0.37602607266246346,-0.449720411629594,0
0,-1,-1,-1,-1,-1,-1,-1,-1.1506780766767153,-0.12314020156713855,1.0861213904863236,-0.5686138227178963,-0.21350750657285286,-0.17470369138457578,0.2614521634017018,0
0,0,0,0,-2,-2,-2,-2,-0.9155397460029336,-0.7557476350989171,-0.7858225133871714,-0.73511303584549,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,0,0,0,-1,-1,-1,-1,0.6520491251556109,0.6707254618375151,0.24378633016217274,-0.826482460812244,-0.42653132149069334,0.7984511814207371,0.48194808753259916,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.4140331168263876,-0.6651227375588745,0.6272512718467538,-0.3479595709411066,-0.3709011513331032,-0.21458054566837131,1
1,2,0,0,-1,-1,-1,2,-0.36688364109744304,-0.5532531770959757,0.720098584566809,-1.0026686842213368,-0.4256830434820609,-0.40600202760777815,-0.38340427505512104,0
1,1,1,-2,-2,-2,-2,-2,-1.1506780766767153,-0.7557476350989171,-0.7858225133871714,-1.0642948615206922,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,-1,-1,-1,-1,-1,-1,-1,0.8871874558293925,0.031126985655870937,1.5737028187204383,-1.0414753367174197,-0.3004560024576857,-0.27990962357974475,-0.20935056644325517,0
0,0,0,0,0,0,0,-1,-0.9155397460029336,-0.5735708947971474,0.017330872733453056,0.7159586177395755,-0.2152040625901179,-0.37602607266246346,-0.4755565090016678,0
0,-2,-2,-2,-2,-2,-2,-2,1.5142230042928102,1.6164283789691427,2.2510582493480062,-0.7882260727997018,0.3199533261059204,6.9198332050731395,-0.3672959390417633,0
1,2,-1,-1,-1,-1,2,-1,-0.5236425282132975,-0.6376099378203298,0.6906689473125086,-1.0397398056233054,-0.46215899785325903,-0.4271785893272101,-0.30474538750937397,1
5,2,2,2,2,2,2,0,-0.2101247539815886,-0.4799291555534406,-0.736820042719185,-0.06034822363127834,-0.28942838834546303,-0.492062027289488,-0.0790194841533604,0
0,0,0,0,0,0,0,0,0.025013576692193062,0.015096743329812106,-0.7404154062185886,1.3992508470803393,0.16206758174919345,0.11867388056408469,-0.07609069578729534,0
0,0,-1,0,0,0,0,0,-0.9155397460029336,-0.4886679588657725,-0.6716628251458047,0.16596734830276372,-0.3530492389929017,-0.2909330392693121,-0.16269915175521898,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.4782633211720273,-0.7072418023335869,0.7736847060101544,-0.37817947499863996,-0.3244867694822934,-0.356208383084517,0
0,0,-1,-1,-1,0,0,-1,-0.36688364109744304,-0.40040604541122005,1.421175279968987,-1.0193981180691976,-0.5057392805467545,0.064233678518239,-0.35589458433101,1
2,2,0,0,0,0,2,2,0.025013576692193062,-0.02764146661956118,-0.7184748849602348,0.5076648187535664,-0.11012362427076501,-0.09841005121730713,-0.058099567252895744,0
0,0,-1,0,0,0,0,-2,1.6709818914086647,0.14243749284669896,-0.7292245794066174,-0.0017632207562748984,0.3149696928052044,0.3069422169464321,0.26898333348586906,0
0,0,0,0,0,0,0,0,1.8277407785245192,-0.15495490737609702,-0.7228585784957925,-0.47343137464691587,-0.10916931151105344,-0.10527551186607276,-0.16269915175521898,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.45535127123750707,-0.6729536174831448,0.1270189363489614,-0.0031345604319889743,-0.2986687695777804,-0.3718983207598655,0
1,1,1,-2,-2,-2,-2,-2,2.1412585527562285,2.1266114591100136,1.8321488281584724,-1.0150596259319733,0.24329020107575683,0.057464914498329224,-0.47440591357214223,0
6,2,2,2,2,2,2,2,-1.072298633118788,-0.7516513210462614,-0.5501265411877521,-1.0475972326843213,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,-1,-1,-1,-1,-1,-1,-1,2.3763968834300098,0.47516742896373704,1.5876441140058641,-1.019555366759504,-0.15211338569807453,1.7141682566856729,-0.22964288583670586,0
0,-1,-1,-1,-2,-1,-1,-1,0.10339302025012029,-0.6096730759812187,0.6854408972495628,-1.0450740354325974,-0.5333083158273113,-0.492062027289488,-0.14648621615735888,0
0,0,0,-1,-1,-2,-2,-2,-0.4452630846553703,-0.7496577815406357,-0.7842766250989222,-0.9158681207919516,-0.50966256633668,-0.492062027289488,-0.4764979052621887,1
0,0,0,0,0,0,0,0,1.043946342945247,0.004255165470450258,-0.484815111560824,-0.7365760661272045,-0.0982477321499098,-0.3540759379121846,-0.41373815456079477,0
0,-1,-1,-1,-1,-1,-1,-1,-0.36688364109744304,-0.6604127527134459,1.376492249786387,-1.0504159514534677,-0.4988470217266153,-0.46063562291133553,-0.44250304029893367,0
0,0,-2,-2,-2,-2,-1,0,0.41691079448182916,-0.31782435410968335,1.266945467808494,-1.027453820432021,-0.3097870605526434,-0.36326211765349076,-0.3652039473517168,0
0,0,0,0,0,0,-1,-1,-0.9155397460029336,-0.5107607459897616,-0.4658482750833707,0.0964956708320058,-0.3636527141008081,-0.19510668007316095,-0.4241981130110271,0
1,1,1,-2,-2,-2,-1,0,-0.5236425282132975,-0.7407005081454956,0.3926573476099254,-1.0590374938115568,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
0,-2,-2,-2,-2,-2,-2,-2,0.025013576692193062,-0.34611622983335794,0.7123915547431044,-1.0117408286963971,-0.32569227321450306,0.08386309417597732,-0.2838254706089093,0
0,-1,-1,-1,-1,-1,-1,-1,1.5142230042928102,0.7989400916856351,1.3708985681500745,-0.9908252946182114,0.08858549925140179,-0.17296315206517043,0.18143348125742448,0
0,0,0,0,0,-2,-2,-1,0.10339302025012029,1.2513796173270635,1.4628577301412926,-0.8175039072505779,-0.4262132172374562,-0.39507530854706663,-0.4246165113490364,0
0,0,0,0,0,0,0,0,-0.36688364109744304,-0.5798792184382371,-0.7269040874867561,-0.48239442330543275,-0.34361214614686497,-0.2950909943101138,-0.4075667790751577,0
0,-1,-2,-1,-1,-1,-1,-1,0.33853135092390196,-0.6112296753212277,1.23453796620948,-1.0510344452559652,-0.4272735647482468,-0.492062027289488,-0.2922980369535975,0
0,0,0,0,0,0,0,0,-0.8371603024450064,-0.4467490117269303,-0.7020688629642184,0.46013504147942474,-0.32123881366918233,-0.2986687695777804,-0.33894945164163365,1
0,0,0,0,0,0,0,0,-0.28850419753951584,0.9853223810814645,-0.03419838475832708,-0.5892087880145018,0.23661001175777577,0.69459900202955,0.5972168296541593,0
0,0,0,-1,0,0,0,0,-0.9155397460029336,0.08437906834039362,0.5545132424845788,-0.2983507729387543,-0.35198889148211104,1.9253536941068574,-0.397629818547437,0
4,2,1,2,0,0,2,2,-0.9155397460029336,-0.5580049013970562,-0.7314001720150075,0.7610612986081751,-0.5333083158273113,-0.3150104998544197,-0.16269915175521898,1
0,-1,-1,-1,-2,-2,-2,-2,-0.5236425282132975,-0.7447695134378001,0.3926573476099254,-1.045326355158149,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,1
0,0,0,0,0,0,0,0,-0.1317453104236614,-0.04307091621789729,-0.7179049670408217,0.6777735261935279,-0.072269218135539,-0.17982861271393605,-0.1470092140798705,0
1,2,2,-1,-1,0,0,-1,0.5736696815976836,-0.6192857596247837,0.5650881024423885,-1.037930498268147,-0.4446632639252134,-0.24954688211900664,-0.4764979052621887,1
0,-2,-2,-2,-2,-2,-2,-2,-0.36688364109744304,-0.6133051411079066,-0.5643471007946729,-1.0127071396552363,-0.16165651329519035,-0.32661409531712216,-0.4764979052621887,0
0,-1,-1,-1,-1,-1,-1,-1,-0.6804014153291519,1.1028319768719779,1.5832263683371834,-0.9277022941718517,-0.5122074003625775,-0.4728193981471731,-0.4556825879462264,1
2,2,2,2,0,0,0,0,0.33853135092390196,-0.10716457676178175,-0.7439700207156177,0.8663167900994182,-0.5316117598100463,0.16547504893031795,-0.0790194841533604,1
1,2,-1,2,-1,0,0,0,-0.6804014153291519,0.3209821680217806,0.7957377967003362,-0.5257605508023164,-0.5333083158273113,0.5244129352432473,0.5202315354604495,0
1,2,0,0,2,0,0,0,-0.9155397460029336,-0.564586312641656,-0.7113119073589849,0.2432630575721784,-0.2152040625901179,-0.492062027289488,-0.3718983207598655,1
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.43407774692404894,-0.6684483256414122,0.8272125333156004,-0.3377802348375164,-0.3671299828077249,-0.39239983932232086,0
0,-1,-1,-1,-1,-1,-1,-1,1.2790846736190287,3.9092574243992173,3.164335771178683,-0.9303249856611527,-0.37552860622166334,-0.24074748889312395,1.308389404685455,0
0,0,0,-1,-1,-1,-1,0,0.4952902380397564,3.4643024107072242,0.27188328443946486,-0.3629612623561187,6.435507594590963,1.4418705498275883,1.4945766650995904,0
4,4,4,3,2,2,-2,-2,-1.072298633118788,-0.7557476350989171,-0.7858225133871714,-0.7322028777207563,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,1
1,2,2,0,0,0,0,0,-0.9155397460029336,-0.47168190992742726,-0.7270619106881868,1.3268628371795899,-0.3563363162763527,-0.3292249042962302,-0.3091385700584715,1
2,2,2,2,0,0,0,0,0.41691079448182916,0.2847161342756031,-0.7382155234378025,1.3889814864754757,-0.5333083158273113,0.3782076324131963,0.255699186254074,0
0,0,0,0,0,0,0,-1,0.8088080122714653,0.47314658069776033,0.5653188579490054,-0.9255614196048247,-0.37425618920871456,-0.2986687695777804,-0.26729873625754225,0
0,0,0,0,0,0,0,0,-0.053365866865734156,0.2822583458440098,-0.7284104840316555,1.7259504790590128,0.23014189194195284,0.28151100355734254,0.09984580534561235,0
6,2,1,2,2,2,2,2,-1.2290575202346425,-0.6820139821511164,-0.6316479206604746,0.2792440612689762,-0.5333083158273113,-0.3373474211201219,-0.4764979052621887,0
0,0,0,0,0,0,0,0,-1.1506780766767153,-0.6791192535539063,-0.7433271508159646,0.8881827317462206,-0.38422345581014666,-0.35668674689129265,-0.4764979052621887,0
4,2,2,2,2,0,0,2,-1.072298633118788,-0.5799338359589391,-0.7212050809203785,1.238324057518504,-0.27988526074834724,-0.492062027289488,-0.3866468621746931,1
1,2,0,0,0,2,0,0,0.33853135092390196,-0.08668300649850379,-0.7220015603421155,0.18068488844730055,-0.10916931151105344,0.23316268912941562,-0.4764979052621887,0
1,2,0,0,2,0,0,0,0.6520491251556109,-0.06060314036326322,-0.7300152723011558,0.16970570905961085,0.68609132158193,-0.492062027289488,-0.10590157737045747,0
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.5482010564310337,-0.7151277591084664,0.3990185393786133,-0.37425618920871456,-0.3470170840057073,-0.3718983207598655,0
0,-2,-2,-2,-2,-2,-2,-2,0.10339302025012029,-0.6195315384679431,0.7704585053004546,-1.050520642935498,-0.41317094285473127,-0.43675155558393963,-0.3925044389068232,0
0,-1,-1,-1,-1,-1,-1,-1,0.2601519073659747,3.106311871265476,1.3356558892067223,-0.7731072975362657,2.045987004170932,3.401427733591466,1.1091271962085292,0
0,0,-2,-2,-1,0,0,-2,1.435843560734883,1.0825688766915083,1.8475972046645477,-0.9132883216372418,-0.4335296150619116,3.8344352376079796,-0.4764979052621887,1
0,0,0,0,0,0,0,0,-1.1506780766767153,-0.5979303090302727,-0.7133615072506329,1.652290080926681,-0.3954631394245275,-0.3362837582027075,-0.4032781961105625,0
0,0,0,0,0,-2,-2,-2,-1.072298633118788,-0.7074657467982831,-0.7720823894472949,-0.10494452360474447,-0.34583887591952533,-0.492062027289488,-0.4764979052621887,1
4,2,2,0,0,2,2,2,-1.1506780766767153,-0.4280425108864697,-0.45174224288611614,0.23580637321794048,-0.32123881366918233,-0.2986687695777804,-0.4764979052621887,0
1,2,2,0,0,0,0,0,-0.2101247539815886,-0.34611622983335794,-0.7310086421781135,0.2526300867520151,-0.2152040625901179,-0.2986687695777804,-0.26729873625754225,1
3,2,2,2,2,0,0,0,-1.072298633118788,-0.42258075881626234,-0.6519521362883954,1.0700437638551927,-0.056151935971521204,-0.492062027289488,-0.31959852850870385,1
0,0,0,0,-1,0,0,-2,0.10339302025012029,-0.4660836140554647,-0.5419806264214262,-0.9504064311559047,-0.4055364407770386,0.41707967721324957,-0.4764979052621887,0
1,3,0,0,0,0,0,3,-1.1506780766767153,-0.5809442600919275,-0.6301120147479771,0.5013463791829417,-0.3933424444029462,-0.28116667975487086,-0.3823582792100978,0
6,2,2,2,2,2,2,2,-0.5236425282132975,-0.28330608102597216,-0.7146585458592357,0.5900632672130849,-0.2152040625901179,-0.2986687695777804,0.004660183448498205,1
2,2,0,0,2,0,0,2,-0.5236425282132975,0.7473538433825255,-0.6713194004300935,2.2807124995434083,1.2277168300937913,-0.492062027289488,-0.033727864063854425,1
0,-2,-2,-2,-2,-2,-2,-2,-1.1506780766767153,-0.22571190544563455,0.3926573476099254,-1.0642948615206922,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,0
1,2,0,0,0,2,0,0,1.435843560734883,-0.1822636677271343,-0.5614258370609325,-0.8823711283815694,-0.2152040625901179,-0.20197214072192657,-0.4764979052621887,1
0,0,0,0,0,0,0,0,-0.6804014153291519,-0.3734249901843952,-0.7317155287562503,1.132826848737681,-0.2152040625901179,-0.25032045514985346,-0.26729873625754225,0
0,0,0,0,0,0,0,0,-0.36688364109744304,-0.20957242807817153,-0.6824932006668675,0.02365504808869265,-0.32123881366918233,-0.20197214072192657,-0.26729873625754225,0
0,0,-1,0,0,0,0,0,0.33853135092390196,0.336602778942574,0.44640227440136476,-0.66009183889451,2.859803718702752,-0.2986687695777804,-0.31959852850870385,0
0,-1,-1,-1,-1,-1,-1,-1,-0.36688364109744304,0.9972016918341657,0.8723083307452173,-0.6816806235173406,-0.12274175964917369,4.550667167543288,-0.18989504372582303,0
1,2,0,0,2,0,0,0,-1.1506780766767153,-0.3706941141492915,-0.4899510816799207,0.4678557064938594,-0.32123881366918233,-0.3953653984336342,-0.3718983207598655,0
0,-1,-2,-2,-2,-2,-1,-1,0.2601519073659747,-0.6644271404850484,0.7740265419441548,-1.0543096794737135,-0.4534641482647757,-0.439168971305336,-0.4762887060931841,0
5,4,-1,4,3,2,3,2,-0.9155397460029336,-0.7144840982084998,-0.22400321471230222,-1.0029430024165893,-0.5333083158273113,-0.492062027289488,-0.4427122394679383,0
0,-2,-2,-2,-2,-2,-2,-2,0.025013576692193062,1.670226636860686,2.1598327143511153,-0.7301823242236295,0.13693734574345517,6.9198332050731395,-0.2547467861172634,0
1,1,1,-1,-1,-2,-2,-2,2.2196379963141553,-0.7490569888129129,0.3926573476099254,-1.0640351206276013,-0.5073298018129405,-0.492062027289488,-0.4764979052621887,0
0,-1,-1,-1,-1,-1,-1,-1,1.043946342945247,1.125595467150186,2.048413331766988,-0.9528580671340527,-0.4913185544000018,-0.4537701622625699,-0.4764979052621887,0
0,0,0,0,0,0,0,0,1.043946342945247,1.1399172734286864,-0.7305449935814476,1.7589762580531536,0.8451434482005267,0.7762109567838906,0.674097524263367,0
0,-1,-2,-1,-1,-2,-2,-2,0.8871874558293925,0.3904556543548194,1.507379530451108,-0.9996648148666388,0.6340282588021093,0.41398538508986227,0.3065345843222031,0
0,0,0,0,0,0,0,0,0.025013576692193062,0.6685134522490811,-0.7091623098207905,1.5985587963094876,0.8451434482005267,0.10300902668943637,1.09249586227266,0
3,2,2,0,0,0,2,2,-0.8371603024450064,-0.4881217836587518,-0.7142695605260894,0.5139014063414996,-0.32123881366918233,-0.2986687695777804,-0.18361906865568364,1
0,0,0,0,0,0,0,0,-0.9155397460029336,-0.6206511976423357,-0.7321966947871105,0.12490072286200783,-0.38093637852669565,-0.3725449940236527,-0.40861277492018094,0
0,-1,-2,-2,-2,-1,-1,-2,1.6709818914086647,-0.28753893888038295,2.647013191554898,-1.0553245939964444,-0.5333083158273113,-0.39633236472219274,-0.2583031719903424,0
4,2,2,0,0,2,2,2,-0.7587808588870791,-0.452429233879946,-0.7270400660632496,0.8062825668252119,-0.34244576388499526,-0.1342845005228289,-0.4764979052621887,1
0,-2,-2,-2,-2,-2,-2,-2,2.062879109198301,3.2594593993140935,1.787431917061451,-0.8962246287837617,5.00446259402791,4.046394248060011,-0.4764979052621887,0
0,-1,-1,-1,-1,-1,-1,-1,0.10339302025012029,-0.7023316998522882,0.6283533198093447,-1.0591106453281502,-0.49874098697553626,-0.46053892628247967,-0.44239844071443135,0
6,2,1,2,2,2,2,2,1.2790846736190287,1.1743809289916953,-0.7281048731479355,1.4589736963104005,-0.5333083158273113,1.654603133310467,0.7786971087656902,0
