ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
6015,1,0,1,0,0,1,0,0,50000.00,25.00,0,0,2,0,0,2,35676.00,34407.00,30785.00,31573.00,35191.00,34476.00,3400.00,0.00,1300.00,4300.00,0.00,1500.00,1
6016,1,0,1,0,0,1,0,0,60000.00,49.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6017,1,0,1,0,0,1,0,0,30000.00,28.00,0,0,0,0,0,-1,8618.00,9975.00,4885.00,1065.00,-232.01,942.00,1700.00,1020.00,1000.00,0.00,1206.00,0.00,0
6018,0,0,1,0,0,1,0,0,20000.00,49.00,0,0,0,0,0,-2,16348.00,10535.00,10720.00,10120.00,0.00,0.00,2010.00,1508.00,1000.00,0.00,0.00,0.00,1
6019,0,0,0,1,0,0,0,1,20000.00,57.00,1,2,0,0,0,0,20442.00,20141.00,19888.00,20318.00,20364.00,20134.00,1200.00,1300.00,1000.00,1000.00,1000.00,1000.00,0
6020,0,1,0,0,0,1,0,0,200000.00,43.00,2,0,0,0,-2,-2,43272.00,21546.00,4397.00,0.00,0.00,0.00,2000.00,2000.00,0.00,0.00,0.00,0.00,1
6021,1,1,0,0,0,0,1,0,100000.00,25.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6022,1,0,0,1,0,1,0,0,300000.00,39.00,-1,-1,-2,-2,-2,-2,1117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6023,1,1,0,0,0,0,1,0,210000.00,39.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6024,1,0,0,1,0,1,0,0,70000.00,60.00,0,0,0,2,0,0,64670.00,66197.00,70867.00,54425.00,55555.00,48530.00,3166.00,6550.00,0.00,2033.00,1915.00,1708.00,0
6025,1,0,1,0,0,0,1,0,210000.00,29.00,1,1,-2,-2,-1,0,1767.00,-200.00,-200.00,-212.02,1697.00,4347.00,0.00,0.00,2000.00,4000.00,3000.00,5000.00,0
6026,0,1,0,0,0,1,0,0,440000.00,31.00,1,2,2,2,0,0,274263.00,267233.00,325030.39,149363.00,142757.00,119034.00,0.00,76651.02,0.00,6000.00,4000.00,8000.00,1
6027,0,1,0,0,0,0,1,0,410000.00,33.00,-1,-1,-1,0,0,0,4111.00,874.00,25014.00,26184.00,21515.00,15656.00,897.00,26880.00,15083.00,12049.00,4077.00,5541.00,0
6028,0,1,0,0,0,1,0,0,110000.00,36.00,0,0,0,0,0,0,104498.00,107819.00,109836.00,44356.00,45932.00,47473.00,5000.00,4823.00,2000.00,2000.00,2000.00,2000.00,0
6029,1,1,0,0,0,0,1,0,200000.00,36.00,0,0,-2,-2,-2,-2,120869.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6030,1,0,0,1,0,1,0,0,180000.00,42.00,-1,-1,-1,0,-1,-1,2069.00,2675.00,448.00,448.00,29926.00,5287.00,2675.00,448.00,0.00,29926.00,5287.00,10843.00,1
6031,1,1,0,0,0,1,0,0,150000.00,46.00,0,0,0,0,0,0,21787.00,22817.00,24134.00,24635.00,29032.00,29766.00,1382.00,1699.00,1200.00,5000.00,1214.00,1500.00,0
6032,1,1,0,0,0,0,1,0,330000.00,33.00,1,-2,-2,-1,2,2,-81.00,-200.00,-200.00,150.00,150.00,350.00,0.00,0.00,350.00,0.00,200.00,0.00,0
6033,1,0,1,0,0,1,0,0,500000.00,41.00,-1,-1,2,-1,-1,-1,8938.00,73679.00,65181.00,5466.00,30177.00,11602.00,65215.00,326.00,5494.00,30328.00,11658.00,132.00,0
6034,1,0,1,0,0,1,0,0,350000.00,35.00,-2,-2,-1,-1,-2,-2,83379.00,26305.00,26858.00,40098.00,10855.00,-2.00,26436.00,26921.00,40098.00,10855.00,2.00,0.00,0
6035,1,0,1,0,0,1,0,0,200000.00,36.00,-1,-1,-1,0,-1,-1,473.00,4511.00,5122.00,1936.00,1771.00,0.00,4528.00,5122.00,0.00,1771.00,0.00,604.00,1
6036,0,1,0,0,0,1,0,0,280000.00,45.00,-1,-1,-1,-1,-1,-1,2270.00,1703.00,-15.00,30943.00,15631.00,17508.00,1703.00,0.00,30958.00,15631.00,17508.00,10049.00,1
6037,1,0,0,1,0,1,0,0,80000.00,39.00,-1,-1,-1,-1,-2,-1,5280.00,5000.00,5000.00,0.00,0.00,5000.00,5000.00,5000.00,0.00,5000.00,5000.00,470.00,0
6038,1,1,0,0,0,0,1,0,280000.00,29.00,-1,-1,-1,-1,-1,-1,4356.00,12345.00,2663.00,867.00,3060.00,858.00,12384.00,2664.00,867.00,3060.00,858.00,3193.00,0
6039,1,0,1,0,0,0,1,0,130000.00,23.00,2,2,2,2,0,0,115978.00,121386.00,108759.00,94692.00,96419.00,98233.00,12073.00,3400.00,0.00,3482.00,4037.00,2630.00,0
6040,1,0,1,0,0,1,0,0,160000.00,49.00,0,0,0,0,0,0,76445.00,78013.00,19007.00,19392.00,19928.00,20445.00,4000.00,3000.00,1000.00,1000.00,1000.00,1000.00,0
6041,1,0,1,0,0,0,1,0,20000.00,23.00,2,2,7,7,7,6,2400.00,2400.00,2400.00,2400.00,2400.00,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6042,1,0,1,0,0,0,1,0,300000.00,32.00,0,0,0,0,0,-2,26575.00,27062.00,20111.00,8738.00,250.00,0.00,1321.00,9160.00,1000.00,250.00,0.00,0.00,0
6043,1,1,0,0,0,0,1,0,100000.00,32.00,0,0,0,0,0,0,93724.00,96017.00,98111.00,68668.00,66845.00,67452.00,3800.00,4000.00,2500.00,2500.00,3000.00,2600.00,0
6044,0,0,1,0,0,1,0,0,130000.00,38.00,-1,-1,-1,-1,-1,-1,780.00,0.00,11440.00,3752.00,1824.00,390.00,0.00,11440.00,3752.00,1824.00,390.00,390.00,0
6045,0,1,0,0,0,1,0,0,500000.00,55.00,2,2,2,2,2,2,4957.00,4957.00,4957.00,4957.00,4957.00,4957.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6046,1,0,1,0,0,1,0,0,200000.00,27.00,1,3,2,2,2,2,183994.00,182427.00,182657.00,174547.00,181454.00,177141.00,5200.00,7000.00,0.00,13300.00,0.00,6200.00,1
6047,1,1,0,0,0,0,1,0,360000.00,30.00,0,0,0,0,0,0,70701.00,74550.00,78212.00,69453.00,73423.00,72575.00,10000.00,10005.00,10000.00,10000.00,10000.00,10000.00,0
6048,1,0,1,0,0,1,0,0,20000.00,26.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6049,0,0,1,0,0,0,1,0,400000.00,29.00,1,2,0,0,0,0,21092.00,19756.00,19058.00,15146.00,15064.00,12774.00,0.00,1510.00,1010.00,1000.00,2000.00,2000.00,0
6050,1,0,0,1,0,1,0,0,200000.00,52.00,1,2,2,0,0,0,203385.00,192055.00,164665.00,155614.00,145920.00,104728.00,5891.00,0.00,6100.00,5792.00,4240.00,2900.00,0
6051,1,0,0,0,1,1,0,0,30000.00,60.00,0,0,0,0,0,0,19282.00,20364.00,21638.00,25392.00,24428.00,26410.00,1700.00,2617.00,5710.00,1000.00,3342.00,0.00,0
6052,0,0,1,0,0,1,0,0,30000.00,58.00,-1,-1,-1,-1,-1,-1,2450.00,4765.00,3767.00,4151.00,3940.00,3697.00,4777.00,3770.00,4151.00,3940.00,3697.00,843.00,1
6053,0,0,1,0,0,1,0,0,50000.00,55.00,1,2,0,0,-1,-1,44306.00,43321.00,43454.00,44254.00,2150.00,1689.00,0.00,1200.00,1000.00,2150.00,1689.00,0.00,0
6054,1,1,0,0,0,1,0,0,230000.00,51.00,-1,-1,-1,-1,-1,-1,986.00,2295.00,2754.00,74.00,3381.00,2308.00,2295.00,2764.00,74.00,3381.00,2308.00,2381.00,1
6055,1,1,0,0,0,1,0,0,210000.00,36.00,1,-1,-1,-2,-1,-1,0.00,799.00,0.00,0.00,4150.00,0.00,799.00,0.00,0.00,4150.00,0.00,0.00,1
6056,1,1,0,0,0,0,1,0,50000.00,49.00,2,2,4,4,4,4,150.00,150.00,150.00,150.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6057,1,0,0,0,1,1,0,0,170000.00,33.00,0,0,0,0,0,0,143737.00,129898.00,124370.00,112589.00,26958.00,8535.00,6247.00,6375.00,4468.00,1000.00,1306.00,82619.05,0
6058,0,1,0,0,0,1,0,0,230000.00,44.00,-1,-1,-1,-1,0,-1,815.00,815.00,815.00,1630.00,815.00,815.00,815.00,815.00,1630.00,0.00,815.00,629.00,0
6059,1,1,0,0,0,0,1,0,230000.00,48.00,0,0,0,0,0,0,161083.00,164757.00,168214.00,159106.00,162436.00,165878.00,7800.00,7684.00,5600.00,5755.00,6000.00,6300.00,0
6060,1,1,0,0,0,1,0,0,350000.00,36.00,0,0,0,0,0,0,350110.68,337495.28,325030.39,304997.27,285868.33,279505.06,13068.00,14412.00,12947.00,13016.00,12823.00,12915.00,0
6061,1,1,0,0,0,0,1,0,170000.00,36.00,-1,-1,2,-1,-1,-1,248.00,832.00,416.00,2304.00,323.00,-331.03,1416.00,0.00,2304.00,0.00,0.00,0.00,0
6062,1,0,1,0,0,1,0,0,150000.00,36.00,2,2,2,2,2,2,137723.00,141048.00,142475.00,143966.00,146736.00,149697.00,7000.00,5200.00,5300.00,5200.00,5500.00,5200.00,0
6063,1,0,1,0,0,1,0,0,90000.00,27.00,-1,-1,0,0,0,0,1767.00,17684.00,18382.00,21415.00,6654.00,10323.00,17684.00,3000.00,5000.00,3000.00,5000.00,7000.00,0
6064,1,1,0,0,0,0,1,0,320000.00,33.00,-2,-2,-2,-2,-2,-1,-81.00,-200.00,-200.00,-212.02,-232.01,13694.00,0.00,0.00,0.00,0.00,14041.00,1613.00,0
6065,1,0,1,0,0,0,1,0,120000.00,45.00,0,0,0,0,0,0,92000.00,94000.00,96000.00,98000.00,100000.00,0.00,2000.00,2000.00,2000.00,2000.00,0.00,0.00,0
6066,1,0,0,1,0,1,0,0,20000.00,56.00,2,0,0,0,0,0,12864.00,14150.00,15334.00,16222.00,17598.00,9950.00,1500.00,1500.00,1000.00,1500.00,1500.00,1500.00,0
6067,1,1,0,0,0,1,0,0,280000.00,41.00,2,-1,-1,-1,-2,-1,280.00,6852.00,486.00,0.00,0.00,244.00,6859.00,486.00,0.00,0.00,244.00,0.00,0
6068,1,0,1,0,0,0,1,0,90000.00,28.00,0,0,0,0,0,-2,81553.00,39759.00,29601.00,20650.00,0.00,0.00,2000.00,1396.00,1050.00,0.00,0.00,0.00,0
6069,0,1,0,0,0,1,0,0,450000.00,30.00,0,0,-2,-2,-2,-2,25244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82619.05,0
6070,0,0,1,0,0,0,1,0,270000.00,27.00,0,0,0,0,0,0,144376.00,91373.00,15016.00,14092.00,14315.00,111458.00,6000.00,2000.00,1000.00,2000.00,65607.56,82619.05,0
6071,1,0,1,0,0,1,0,0,80000.00,41.00,0,0,0,0,0,0,74228.00,76138.00,45441.00,30526.00,28356.00,2661.00,3500.00,2000.00,1400.00,1600.00,400.00,1000.00,0
6072,1,0,1,0,0,1,0,0,230000.00,41.00,0,0,0,0,0,0,166988.00,170603.00,172056.00,172615.00,174555.00,177010.00,8000.00,7500.00,6500.00,6500.00,7000.00,7068.00,0
6073,1,0,1,0,0,1,0,0,50000.00,30.00,-1,-1,2,-1,2,2,416.00,832.00,416.00,3285.00,2685.00,2270.00,832.00,0.00,3285.00,0.00,190.00,0.00,1
6074,0,1,0,0,0,1,0,0,250000.00,48.00,0,-1,-1,-1,0,-1,205323.00,5317.00,4898.00,19351.00,4858.00,6973.00,10021.00,5033.00,19619.00,4874.00,7050.00,12073.00,1
6075,1,1,0,0,0,0,1,0,220000.00,42.00,-1,-1,-1,-1,-1,-1,26340.00,31523.00,35718.00,24288.00,25720.00,48759.00,31533.00,20600.00,24288.00,25720.00,48759.00,23303.00,0
6076,1,1,0,0,0,1,0,0,30000.00,38.00,0,0,0,0,0,0,26460.00,27042.00,27617.00,28546.00,13487.00,8307.00,2000.00,1400.00,1300.00,700.00,1000.00,0.00,0
6077,0,0,1,0,0,0,1,0,120000.00,60.00,2,2,0,0,0,0,125406.00,123819.00,122209.00,122047.00,122019.00,130079.00,4400.00,4436.00,4370.00,4440.00,12600.00,4500.00,1
6078,1,0,1,0,0,0,1,0,100000.00,26.00,0,0,0,-1,0,0,22320.00,15193.00,13516.00,1541.00,8805.00,11329.00,1227.00,1150.00,1600.00,8000.00,5000.00,0.00,0
6079,1,1,0,0,0,0,1,0,150000.00,25.00,3,3,2,2,2,2,147260.00,148157.00,146844.00,145037.00,145349.00,145506.00,8100.00,5202.00,5300.00,5300.00,5300.00,5500.00,1
6080,0,1,0,0,0,0,1,0,500000.00,28.00,0,0,0,0,0,0,88612.00,91137.00,99314.00,95292.00,63782.00,41114.00,5000.00,10000.00,4500.00,6000.00,1300.00,3000.00,0
6081,0,1,0,0,0,1,0,0,200000.00,36.00,-1,-1,-1,-1,-1,-1,8065.00,49307.00,5679.00,8855.00,49572.00,2684.00,49362.00,5679.00,8855.00,49572.00,2684.00,13050.00,0
6082,1,0,0,1,0,1,0,0,70000.00,47.00,0,0,0,0,0,0,71392.00,70757.00,71451.00,70654.00,70965.00,71373.00,3200.00,3400.00,2900.00,2750.00,3152.00,2700.00,0
6083,1,0,1,0,0,1,0,0,50000.00,41.00,1,2,2,2,2,0,15910.00,15370.00,16490.00,16962.00,15446.00,14739.00,0.00,1700.00,1002.00,2.00,684.00,442.00,0
6084,1,0,1,0,0,0,1,0,80000.00,60.00,2,2,0,0,0,0,74037.00,71892.00,70762.00,71296.00,72832.00,74138.00,390.00,4000.00,2671.00,4000.00,2670.00,2923.00,1
6085,0,1,0,0,0,0,1,0,10000.00,23.00,2,2,3,3,3,3,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6086,1,1,0,0,0,1,0,0,140000.00,37.00,0,0,2,2,2,2,124375.00,133384.00,135691.00,137675.00,135371.00,138455.00,11000.00,6000.00,5700.00,0.00,5500.00,5000.00,1
6087,1,0,1,0,0,0,1,0,30000.00,22.00,0,0,0,0,0,0,17444.00,11276.00,13324.00,5427.00,4521.00,0.00,2276.00,2328.00,1435.00,90.00,0.00,0.00,0
6088,0,0,1,0,0,0,1,0,200000.00,36.00,0,0,0,0,0,0,99483.00,97546.00,98897.00,94943.00,96967.00,99016.00,4841.00,4300.00,3300.00,3361.00,3500.00,3206.00,1
6089,1,0,1,0,0,0,1,0,90000.00,24.00,0,0,2,2,2,2,26928.00,29773.00,30091.00,30922.00,34112.00,34280.00,3600.00,1100.00,1630.00,4000.00,1200.00,0.00,1
6090,1,0,1,0,0,1,0,0,130000.00,52.00,1,2,2,2,0,0,112434.00,98455.00,103351.00,100724.00,97675.00,102080.00,0.00,12700.00,0.00,4000.00,11461.00,0.00,0
6091,1,0,1,0,0,0,1,0,160000.00,26.00,-1,-1,-1,-1,0,-1,8036.00,7663.00,768.00,10488.00,4724.00,104205.00,7663.00,768.00,10488.00,2049.00,65607.56,3000.00,0
6092,1,0,0,1,0,1,0,0,150000.00,58.00,-2,-2,-2,-2,-2,-2,42218.00,44828.00,-200.00,-212.02,69762.00,71591.00,4828.00,0.00,0.00,67054.44,2991.00,4509.00,0
6093,1,1,0,0,0,0,1,0,150000.00,34.00,-2,-2,-2,-2,-2,-2,1198.00,10848.00,8830.00,16864.00,17199.00,20025.00,12003.00,5000.00,16864.00,18000.00,20025.00,51514.00,0
6094,0,1,0,0,0,0,1,0,20000.00,24.00,-1,-1,-1,2,0,0,3302.00,0.00,679.00,679.00,5679.00,7570.00,0.00,679.00,0.00,5000.00,2000.00,0.00,0
6095,1,1,0,0,0,0,1,0,80000.00,26.00,-1,-1,-1,0,-1,-1,666.00,666.00,1332.00,666.00,666.00,416.00,666.00,1332.00,0.00,666.00,416.00,416.00,1
6096,0,0,1,0,0,1,0,0,460000.00,31.00,0,0,0,-1,-1,-2,120430.00,123150.00,0.00,6261.00,0.00,0.00,6000.00,0.00,6261.00,0.00,0.00,0.00,0
6097,1,0,0,1,0,1,0,0,60000.00,40.00,1,-1,0,0,-1,0,749.00,44893.00,34812.00,15768.00,25915.00,25058.00,60295.00,3000.00,3020.00,25915.00,1500.00,2000.00,1
6098,0,0,1,0,0,1,0,0,50000.00,38.00,0,0,0,0,0,0,49695.00,49848.00,49557.00,49233.00,49068.00,48542.00,2200.00,2100.00,2000.00,2000.00,1700.00,1900.00,1
6099,1,0,0,1,0,1,0,0,200000.00,35.00,0,0,0,0,0,0,188096.00,171535.00,167877.00,128550.00,131511.00,127781.00,8000.00,6700.00,5000.00,5100.00,4700.00,4800.00,1
6100,1,0,1,0,0,1,0,0,60000.00,30.00,0,0,0,0,0,0,59533.00,61276.00,61117.00,25254.00,26237.00,26752.00,3300.00,1900.00,1100.00,3000.00,1011.00,5000.00,0
6101,0,1,0,0,0,1,0,0,200000.00,31.00,-1,0,0,0,0,0,58008.00,72062.00,72912.00,80819.00,84186.00,83710.00,20000.00,20000.00,10000.00,20000.00,10000.00,10000.00,0
6102,0,1,0,0,0,1,0,0,230000.00,33.00,0,0,0,0,0,0,218094.00,225070.00,227528.00,121751.00,219354.00,111792.00,12000.00,9100.00,4600.00,4200.00,4100.00,5000.00,0
6103,0,0,1,0,0,1,0,0,50000.00,38.00,0,0,0,0,0,0,25809.00,14888.00,20803.00,18395.00,18386.00,18420.00,2000.00,20000.00,700.00,665.00,727.00,505.00,0
6104,1,0,0,1,0,0,1,0,60000.00,51.00,0,0,0,0,0,0,56793.00,57455.00,59295.00,19212.00,19232.00,19218.00,2342.00,3057.00,700.00,700.00,682.00,700.00,0
6105,0,0,1,0,0,1,0,0,180000.00,47.00,-1,-1,-1,-1,-1,-1,1473.00,1473.00,390.00,390.00,390.00,780.00,1473.00,390.00,390.00,390.00,780.00,0.00,1
6106,1,0,1,0,0,1,0,0,50000.00,47.00,0,0,0,0,0,0,50732.00,50713.00,45549.00,40043.00,39844.00,39599.00,2000.00,2106.00,1600.00,1606.00,1581.00,2000.00,0
6107,0,0,0,1,0,1,0,0,150000.00,60.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6108,1,0,1,0,0,1,0,0,140000.00,36.00,-1,-1,-1,-1,-1,-1,326.00,501.00,1251.00,0.00,2106.00,652.00,501.00,1251.00,0.00,2106.00,652.00,0.00,1
6109,0,1,0,0,0,1,0,0,120000.00,35.00,1,2,2,2,2,2,114127.00,117131.00,114496.00,120538.00,115975.00,116937.00,7000.00,1500.00,9975.00,0.00,8000.00,0.00,1
6110,1,1,0,0,0,1,0,0,200000.00,39.00,0,0,0,0,0,0,193162.00,191772.00,174199.00,173102.00,152178.00,129082.00,7294.00,5443.00,6000.00,5500.00,5000.00,5000.00,0
6111,0,1,0,0,0,0,1,0,500000.00,31.00,1,-2,-1,0,0,0,0.00,0.00,399.00,35528.00,10389.00,0.00,0.00,399.00,35129.00,0.00,0.00,1307.00,0
6112,1,0,1,0,0,1,0,0,120000.00,36.00,2,2,0,0,2,2,117922.00,114621.00,115581.00,118481.00,116444.00,117283.00,0.00,4400.00,9000.00,0.00,9000.00,4400.00,1
6113,0,1,0,0,0,0,1,0,500000.00,28.00,-2,-2,-2,-1,2,-1,17155.00,0.00,0.00,1116.00,969.00,6745.00,0.00,0.00,1116.00,3.00,6745.00,5003.00,0
6114,1,0,0,1,0,0,1,0,50000.00,23.00,0,0,0,0,0,0,47333.00,11354.00,12367.00,12612.00,12875.00,13131.00,1193.00,1206.00,451.00,466.00,469.00,638.00,0
6115,1,0,0,1,0,0,1,0,30000.00,51.00,0,0,0,0,-1,-1,17261.00,20543.00,18180.00,7200.00,18183.00,8975.00,5000.00,8180.00,2200.00,18183.00,8975.00,3000.00,0
6116,0,1,0,0,0,1,0,0,240000.00,35.00,-2,-2,-2,-2,-2,-2,2007.00,21790.00,17102.00,13367.00,22659.00,22707.00,21817.00,1120.00,13434.00,22772.00,22820.00,8050.00,0
6117,1,0,1,0,0,1,0,0,170000.00,37.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6118,0,1,0,0,0,0,1,0,80000.00,26.00,1,1,-2,-2,-2,-2,74384.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0
6119,0,1,0,0,0,0,1,0,360000.00,29.00,-1,-1,-1,-2,-1,0,2273.00,1170.00,0.00,0.00,7972.00,8275.00,1175.00,0.00,0.00,7972.00,435.00,2947.00,0
6120,1,0,1,0,0,0,1,0,50000.00,24.00,2,0,0,2,2,2,20632.00,21994.00,23914.00,23231.00,24851.00,24301.00,1700.00,2600.00,0.00,2000.00,0.00,2200.00,1
6121,1,0,1,0,0,1,0,0,70000.00,27.00,2,0,0,0,0,0,76062.00,73367.00,70935.00,52943.00,50971.00,50681.00,3000.00,3500.00,5450.00,5900.00,3100.00,2650.00,1
6122,1,0,1,0,0,1,0,0,250000.00,29.00,2,2,2,0,0,2,128413.00,124320.00,108995.00,84196.00,95286.00,93613.00,5300.00,0.00,3100.00,12500.00,0.00,2100.00,1
6123,1,1,0,0,0,1,0,0,150000.00,39.00,1,2,2,2,2,2,80762.00,77506.00,75239.00,71245.00,69214.00,24036.00,0.00,3700.00,0.00,2000.00,0.00,2000.00,1
6124,1,0,1,0,0,1,0,0,100000.00,41.00,-2,-2,-2,-1,-1,-2,390.00,390.00,0.00,944.00,0.00,0.00,780.00,0.00,944.00,0.00,0.00,0.00,0
6125,0,1,0,0,0,0,1,0,360000.00,32.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
6126,1,0,0,1,0,1,0,0,30000.00,47.00,-2,-2,-2,-2,-2,-2,6911.00,10507.00,4785.00,4567.00,11762.00,4209.00,10523.00,4790.00,4736.00,55762.00,4209.00,22815.00,0
6127,0,1,0,0,0,1,0,0,490000.00,29.00,-1,-1,-1,-1,0,-1,115.00,109.00,1375.00,230.00,115.00,113.00,109.00,1381.00,230.00,0.00,113.00,0.00,1
6128,1,0,1,0,0,1,0,0,180000.00,60.00,2,2,2,0,0,0,178854.00,177159.00,177477.00,176197.00,170173.00,139649.00,2600.00,5022.00,5000.00,6000.00,7000.00,6000.00,1
6129,1,1,0,0,0,1,0,0,420000.00,36.00,-1,-1,-1,-1,-1,-1,0.00,1493.00,0.00,11511.00,14916.00,15564.00,0.00,0.00,11511.00,14916.00,15564.00,11339.00,0
6130,0,1,0,0,0,0,1,0,20000.00,33.00,2,0,0,-2,-2,-2,16339.00,20650.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,1
6131,0,1,0,0,0,1,0,0,480000.00,47.00,0,0,0,0,0,0,69046.00,70490.00,71931.00,73362.00,74897.00,76461.00,2548.00,2602.00,2618.00,2709.00,2800.00,6098.00,0
6132,0,1,0,0,0,0,1,0,350000.00,27.00,1,-2,-2,-2,-1,-1,21872.00,68309.00,162651.00,13514.00,36306.00,14974.00,66522.18,76651.02,49.00,36491.00,15049.00,14158.00,0
6133,0,0,1,0,0,1,0,0,360000.00,57.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
6134,1,1,0,0,0,0,1,0,240000.00,27.00,-2,-2,-2,-2,-2,-2,3293.00,9051.00,2804.00,3958.00,12157.00,3874.00,9079.00,2804.00,3958.00,12157.00,3874.00,937.00,0
6135,1,1,0,0,0,0,1,0,280000.00,30.00,-1,-1,-1,-1,-1,-1,29989.00,168.00,1206.00,300.00,460.00,861.00,168.00,1206.00,300.00,460.00,861.00,7595.00,1
6136,1,0,1,0,0,1,0,0,150000.00,39.00,0,0,0,0,0,0,32891.00,30930.00,28901.00,27587.00,25531.00,26586.00,5000.00,1650.00,2000.00,2000.00,3000.00,2000.00,0
6137,0,0,1,0,0,0,1,0,320000.00,30.00,0,0,0,0,0,0,29668.00,30282.00,30737.00,26875.00,26318.00,25880.00,1353.00,1224.00,739.00,742.00,751.00,703.00,0
6138,1,0,1,0,0,0,1,0,20000.00,22.00,-1,-1,2,0,0,-1,631.00,1170.00,780.00,390.00,0.00,780.00,1800.00,0.00,0.00,0.00,2000.00,0.00,1
6139,1,0,0,1,0,1,0,0,50000.00,36.00,0,0,0,0,0,2,45260.00,46605.00,47317.00,48259.00,50245.00,50265.00,2075.00,1787.00,1729.00,2765.00,1000.00,2000.00,1
6140,0,1,0,0,0,0,1,0,280000.00,33.00,0,0,0,0,0,0,275487.00,207378.00,107293.00,6283.00,5783.00,5283.00,8879.00,4743.00,1640.00,0.00,0.00,0.00,0
6141,1,0,1,0,0,1,0,0,450000.00,53.00,-2,-2,-2,-2,-2,-2,2542.00,2545.00,1158.00,1103.00,110.00,187.00,2557.00,1273.00,1109.00,0.00,187.00,2014.00,0
6142,1,1,0,0,0,0,1,0,260000.00,53.00,0,0,0,0,0,0,235073.00,235704.00,198181.00,143561.00,110982.00,72514.00,30000.00,10087.00,6030.00,5001.00,10002.00,148.00,0
6143,0,1,0,0,0,1,0,0,500000.00,56.00,0,0,0,0,0,0,87161.00,89009.00,92651.00,93725.00,95517.00,97581.00,3248.00,5140.00,3510.00,3461.00,3646.00,3770.00,0
6144,0,1,0,0,0,0,1,0,470000.00,35.00,0,0,0,0,0,0,350110.68,337495.28,318025.00,248281.00,254175.00,256613.00,15107.00,13111.00,10000.00,10014.00,9598.00,10044.00,0
6145,1,0,1,0,0,0,1,0,150000.00,23.00,0,0,-1,0,0,-2,15952.00,29836.00,1860.00,1535.00,0.00,0.00,20039.00,1860.00,0.00,0.00,0.00,0.00,0
6146,1,0,0,1,0,1,0,0,100000.00,46.00,0,0,2,2,2,2,91983.00,100538.00,101670.00,98047.00,101891.00,98173.00,11000.00,3700.00,0.00,7500.00,0.00,3800.00,0
6147,0,1,0,0,0,0,1,0,100000.00,38.00,1,2,2,2,2,2,24796.00,27085.00,26352.00,33871.00,33192.00,35637.00,3000.00,0.00,8000.00,0.00,3000.00,0.00,0
6148,0,0,1,0,0,0,1,0,220000.00,39.00,-1,-1,0,0,0,0,3553.00,15696.00,17257.00,21624.00,26246.00,30781.00,15696.00,5000.00,5000.00,5000.00,5000.00,5000.00,0
6149,1,1,0,0,0,0,1,0,300000.00,37.00,1,2,0,0,0,0,34085.00,29305.00,25945.00,22318.00,18636.00,15374.00,0.00,1380.00,753.00,630.00,1000.00,500.00,0
6150,1,1,0,0,0,0,1,0,230000.00,31.00,-2,-2,-2,-1,-1,-1,0.00,0.00,196.00,533.00,1238.00,957.00,0.00,196.00,533.00,1238.00,957.00,1187.00,0
